번호,수어 표제어 번호,수형설명,한국어 대응표현,결합정보,대/중 분류
3199,18006,"오른 주먹의 1·2지를 펴서 끝이 콧구멍으로 향하게 하여 두 번 밀어올린 다음, 오른손을 펴서 손바닥이 왼쪽으로 손끝이 밖으로 향하게 하여 약간 구부려, 손바닥이 위로 향하게 편 왼 손바닥 위로 이동하며 주먹을 쥔다.",통달,냄새¹+파악하다,전문용어 수어 > 천주교
3200,18007,"손등이 밖으로 향하게 펴서 손가락을 벌려 모로 세운 왼손의 1·2지 사이에 오른 주먹의 1지를 펴서 끼워 넣은 다음, 오른 손바닥으로 가슴을 두 번 쓸어내린다.",통찰,,전문용어 수어 > 천주교
3201,18011,"오른 주먹의 1·5지 끝을 맞대어 왼 손목 등에서 팔꿈치 쪽으로 빠르게 올렸다 내린 다음, 왼 주먹 등에 오른 손바닥을 대고 어루만지듯이 왼쪽으로 두 바퀴 돌린다.",특은,특별+은혜,전문용어 수어 > 천주교
3202,18014,"왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세우고, 그 등을 손등이 위로 손끝이 아래로 향하게 편 오른손의 손끝으로 밀어낸 다음, 4·5지를 펴서 세운 오른 주먹의 손가락 등을 이마에 대고 상하로 두 번 움직인다.",파견예식,,전문용어 수어 > 천주교
3203,18016,"왼손을 펴서 손끝이 위로 손등이 왼쪽으로 향하게 세우고, 오른 주먹의 1지를 펴서 끝이 왼쪽으로 향하게 하여 왼손의 손가락 사이를 1‧5지 사이부터 차례로 넘긴 다음, 두 주먹의 손목을 ‘X’자로 댔다가 양옆으로 벌리며 손목을 돌려 바닥이 밖으로 향하게 한다.",파스카,,전문용어 수어 > 천주교
3204,18019,"약간 구부린 오른손을 오른쪽 어깨에 올려놓은 다음, 손바닥이 위로 향하게 하여 손끝을 모은 두 손을 번갈아 턱 아래에서 밖으로 내밀며 펴고, 왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세우고, 그 등에서 모로 세운 오른손의 손끝이 왼손으로 향하게 하여 ‘+’ 자를 그린다.",판공성사,,전문용어 수어 > 천주교
3205,18020,"손등이 위로 향하게 하여 2지를 편 왼 주먹의 등을, 손등이 안으로 향하게 세운 오른손의 1·2·3·4·5지를 반쯤 굽혀 왼쪽으로 스쳐 올렸다가 내려 세우고, 오른 주먹의 1·5지 끝을 맞대어 끝으로 왼 손바닥을 두 번 그어 내린다.",판관기,,전문용어 수어 > 천주교
3206,18021,"오른손을 펴서 세워 손바닥을 코에 대고, 1·5지 끝을 맞대어 동그라미를 만든 두 주먹을 모로 세워 전후에서 접근시켜 맞댄 다음, 손바닥이 아래로 향하게 반쯤 구부린 오른손을 가슴 앞에서 약간 내리다가 멈춘다.",팔레스티나,,전문용어 수어 > 천주교
3207,18024,"두 주먹의 1·5지를 펴서 약간 구부려 끝이 밖으로 향하게 하여 맞댔다가 양옆으로 벌리고, 손끝이 밖으로 향하게 모로 세운 왼 손바닥에 오른 주먹의 1지를 펴서 옆면을 댄 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 두 번 약간 돌리며 벌리고, 오른 주먹의 1지는 굽히고 2지는 펴서 4지 옆면을 왼쪽 어깨 앞에 댔다가 배 오른쪽으로 스쳐 내린 다음, 약간 구부린 오른손을 오른쪽 어깨에 올려놓는다.",평신도 사도직,평신도+사도+책임,전문용어 수어 > 천주교
3208,18025,"손끝이 왼쪽으로 손등이 위로 향하게 편 오른손을, 이마 앞에서 이마로 옮겨 1지 옆면이 닿게 이마에 대며 5지와 나머지 손가락을 맞댄다.",표양,,전문용어 수어 > 천주교
3209,18030,"손바닥이 위로 향하게 편 왼 손바닥에 오른 주먹의 1․5지를 펴서 ‘ㄷ’ 자 모양이 되게 하여 ‘+’를 그린 다음, 5지를 펴서 세운 두 주먹을 오른쪽으로 눕히고, 오른 손바닥으로 가슴과 배에 크게 원을 그린 다음, 손등이 밖으로 향하게 세운 왼 손바닥에 오른 주먹의 1지를 펴서 끝을 대고 왼 손목을 돌려 손바닥이 밖으로 향하게 하고, 오른 주먹의 1지를 펴서 끝이 약간 아래로 향하게 한다.",피에타,그리스도+죽다+몸+나타내다+이것,전문용어 수어 > 천주교
3210,18031,"오른 주먹의 1·2지를 펴서 등이 위로 끝이 밖으로 향하게 하여, 손등이 위로 손끝이 오른쪽으로 향하게 편 왼 손바닥을 스치며 밖으로 올린 다음, 두 손을 손끝이 위로 향하게 맞댄다.",피정,,전문용어 수어 > 천주교
3211,18033,"오른 주먹의 1지는 굽히고 2지는 펴서 4지 옆면을 왼쪽 어깨 앞에 댔다가 배 오른쪽으로 스쳐 내린 다음, 손등이 안으로 향하게 세운 오른손의 1·2·3·4·5지를 반쯤 굽혔다가 접고 4지를 펴서 바닥이 밖으로 향하게 세우고, 오른 주먹의 1·2·3지를 펴서 벌려 끝이 왼쪽으로 등이 밖으로 향하게 한다.",필립보,,전문용어 수어 > 천주교
3212,18036,"오른손을 구부려 ‘C’ 자 모양이 되게 한 다음, 손끝이 밖으로 향하게 모로 세운 왼 손바닥에 오른 주먹의 1‧5지를 펴서 옆면을 대고, 오른손은 이마 오른쪽에서 왼손은 왼쪽 옆구리에서, 오른손은 아래위로 왼손은 위아래로 두 번 움직인다.","학사,신학생",가톡릭+믿다+학생,전문용어 수어 > 천주교
3213,18039,"5지를 접고 나머지 손가락을 펴서 손바닥이 왼쪽으로 향하게 세운 오른손의 1지 옆면을 턱 중앙에 댄 다음, 두 주먹의 1‧5지를 펴서 끝이 위로 향하게 하여 1‧5지를 힘주어 붙인다.",합당하다,,전문용어 수어 > 천주교
3214,18040,"두 손을 펴서 손바닥이 마주 보게 하고 손끝이 밖으로 향하게 하여 얼굴 양옆에서 위쪽 밖으로 내민 다음, 두 손을 약간 구부려 마주 보게 하여 중앙으로 모으고, 두 주먹의 5지를 펴서 세워 가슴 앞에서 맞대어 올린다.",합동미사,향하다+모으다+미사,전문용어 수어 > 천주교
3215,18042,"두 주먹의 손목을 ‘X’자로 댔다가 양옆으로 벌리며 손목을 돌려 바닥이 밖으로 향하게 한 다음, 손끝이 밖으로 향하게 모로 세운 왼 손바닥에 오른 주먹의 1‧5지를 펴서 옆면을 대고, 손끝이 위로 손바닥이 옆으로 향하게 펴서 세운 두 손을 양쪽 귀 옆에서 밖으로 두 번 내민다.",해방신학,,전문용어 수어 > 천주교
3216,18045,"오른 주먹의 1‧2‧5지를 펴서 1‧2지 끝이 아래로 향하게 하여 왼 손바닥에 세웠다가 1‧2지를 접고 5지 끝이 위로 향하게 올려 세운 다음, 두 손을 펴서 손끝이 밖으로 향하게 하여 머리 양옆에 위치하게 하였다가 힘주어 비스듬히 내리며 두 손끝을 맞대고, 4·5지를 펴서 세운 오른 주먹의 손가락 등을 이마에 대고 상하로 두 번 움직인다.",향주덕,,전문용어 수어 > 천주교
3217,18047,오른 주먹의 1·2·5지를 펴서 바닥이 밖으로 향하게 하여 오른쪽 어깨 위에 세운다.,허원,,전문용어 수어 > 천주교
3218,18051,"왼 주먹의 5지를 펴서 세우고, 그 끝을 오른 주먹의 1·5지 끝으로 잡아 올린 다음, 손등이 아래로 향하게 가볍게 쥔 두 주먹을 위로 올리며 손가락을 활짝 편다.",호산나,,전문용어 수어 > 천주교
3219,18052,"오른 주먹의 1·5지를 펴서 끝이 왼쪽으로 향하게 왼쪽 가슴에 1·5지 옆면이 닿게 댄 다음, 1·5지 끝을 맞댄 두 손을 입가에 나란히 댔다가 힘주어 밖으로 벌리며 내밀고, 두 손을 손끝이 위로 향하게 맞댄다.",호칭기도,,전문용어 수어 > 천주교
3220,18053,"오른 주먹의 4지를 펴서 등이 밖으로 향하게 세우고, 왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세워 5지와 4지의 옆면을 맞댄 다음, 오른 주먹의 1·2지를 펴서 반쯤 구부려 벌려 끝이 두 눈으로 향하게 하여 왼쪽으로 두 바퀴 돌리고, 비스듬히 세운 왼손 밑에 오른손으로 ‘ム’ 모양을 그린 다음, 손등이 밖으로 향하게 세운 왼 손바닥에 오른 주먹의 1지를 펴서 끝을 대고 왼 손목을 돌려 손바닥이 밖으로 향하게 한다.",혼배공시,,전문용어 수어 > 천주교
3221,18055,"오른 주먹의 4지를 펴서 등이 밖으로 향하게 세우고, 왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세워 5지와 4지의 옆면을 맞댄 다음, 왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세우고, 그 등에서 모로 세운 오른손의 손끝이 왼손으로 향하게 하여 ‘+’를 그린다.",혼배성사,,전문용어 수어 > 천주교
3222,18057,"오른 주먹의 4지를 펴서 등이 밖으로 향하게 세우고, 왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세워 5지와 4지의 옆면을 맞댄 다음, 오른 주먹의 1·2지를 펴서 반쯤 구부려 벌려 끝이 두 눈으로 향하게 하여 왼쪽으로 두 바퀴 돌리고, 비스듬히 세운 왼손 밑에 오른손으로 ‘ム’ 모양을 그린 다음, 손등이 밖으로 향하게 세운 왼 손바닥에 오른 주먹의 1지를 펴서 끝을 대고 왼 손목을 돌려 손바닥이 밖으로 향하게 한다.",혼인공시,,전문용어 수어 > 천주교
3223,18058,"오른 주먹의 4지를 펴서 등이 밖으로 향하게 세우고, 왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세워 5지와 4지의 옆면을 맞대고, 오른손을 구부려 ‘C’ 자 모양이 되게 한 다음, 모로 세운 왼 주먹의 밑면을, 오른 주먹의 1지를 펴서 윗면으로 스쳐 낸다.",혼인교리,,전문용어 수어 > 천주교
3224,18061,"오른 주먹의 4지를 펴서 등이 밖으로 향하게 세우고, 왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세워 5지와 4지의 옆면을 맞댄 다음, 왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세우고, 그 등에서 오른손의 손끝이 왼손으로 향하게 하여 ‘+’자를 그리고, 왼 주먹의 5지를 펴서 세우고 그 위를 손가락이 아래로 향하게 구부린 오른손으로 내리 덮으며 동시에 약간 내린다.","혼인장애,혼인조당,혼배조당",결혼+조당,전문용어 수어 > 천주교
3225,18063,"오른 주먹의 1지를 펴서 옆면으로 입술 밑을 오른쪽으로 스쳐 낸 다음, 두 손을 펴서 손바닥이 밑으로 손끝이 밖으로 향하게 하여 상하로 약간 움직이며 왼쪽에서 오른쪽으로 이동한다.",홍해,,전문용어 수어 > 천주교
3226,18065,"약간 구부린 두 손의 손끝으로 머리 양쪽을 두 번 두드린 다음, 오른 주먹을, 바닥이 밖으로 향하게 오른뺨에 대고 돌려 손등이 밖으로 향하게 한다.",환난,,전문용어 수어 > 천주교
3227,18067,"오른 주먹의 1지를 펴서 끝을 오른쪽 옆구리에 댄 다음, 손바닥이 위로 향하게 편 두 손의 손바닥을 가슴 앞에서 교차하게 하였다가 양옆으로 벌린다.","회개,회두,회심",마음+바꾸다,전문용어 수어 > 천주교
3228,18070,"오른 주먹의 1지를 펴서 끝을 오른쪽 옆구리에 댄 다음, 손바닥이 위로 향하게 편 두 손의 손바닥을 가슴 앞에서 교차하게 하였다가 양옆으로 벌린다.","회심,회개,회두",마음+바꾸다,전문용어 수어 > 천주교
3229,18072,"4·5지를 펴서 세운 오른 주먹의 손가락 등을 이마에 대고 상하로 두 번 움직인 다음, 왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세운 다음, 4‧5지를 편 오른 주먹의 바닥으로 왼 주먹의 5지 등을 쓸어내리고, 5지를 펴서 세운 오른 주먹을 왼 손바닥으로 받쳐 올린다.",효성,,전문용어 수어 > 천주교
3230,18074,"오른손을 펴서 손등이 밖으로 손끝이 왼쪽으로 향하게 하여, 모로 세운 왼 주먹 주위를 밖에서 안으로 돌려 올리며 주먹을 쥐고 5지를 펴서 왼 손바닥에 올려놓은 다음, 동시에 위로 올리고, 4·5지를 펴서 세운 오른 주먹의 손가락 등을 이마에 대고 상하로 두 번 움직인다.",흠숭지례,,전문용어 수어 > 천주교
3231,18076,"오른 주먹의 1·5지를 펴서 벌려 1지 바닥을 이마 중앙에 댄 다음, 두 손의 1·5지로 고리를 만들어 서로 끼었다가 돌려 끼고, 오른 주먹의 1지를 펴서 세워 옆면을 입에 댔다가 밖으로 내민다.",희랍어,,전문용어 수어 > 천주교
3232,18081,"오른 주먹의 5지를 펴서 등을 코에 댄 다음, 두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔들고, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 두 번 약간 돌리며 벌린다.",히브리인,이스라엘/지문자'ㅎ'+나라+사람,전문용어 수어 > 천주교
3233,18082,"두 손 각각 1·5지 끝을 맞대어 동그라미를 만들어 상하로 엇갈리게 흔든 다음, 오른 주먹의 1·2지를 펴서 바닥이 왼쪽으로 향하게 비스듬히 세워 위로 올리며 동시에 올린 왼손으로 잡고, 손바닥이 아래로 향하게 반쯤 구부린 오른손을 가슴 앞에서 약간 내리다가 멈춘다.",가나,포도+ 기적+ 곳,전문용어 수어 > 기독교
3234,18084,"두 주먹의 1지를 펴서 입 앞에 세워 전후로 엇갈리게 흔든 다음, 오므려 세운 오른손을 입 앞에서 밖으로 약간 내밀며 손을 벌려 편다.",가라사대,,전문용어 수어 > 기독교
3235,18086,"오른 주먹의 1지를 펴서 세워 옆면을 입에 댔다가 밖으로 내민 다음, 오므려 세운 오른손을 입 앞에서 밖으로 향하게 하여 약간 내밀며 손을 벌려 편다.",가로되,말²+ 말하다,전문용어 수어 > 기독교
3236,19812,"5지를 접고 나머지 손가락을 펴서 손바닥이 왼쪽으로 향하게 세운 오른손의 1지 옆면을 턱 중앙에 댄 다음, 오른손을 펴서 손바닥이 위로 향하게 하였다가 반원을 그리며 뒤집는다.",-ㄹ지언정,맞다+ 그러나,전문용어 수어 > 국어 교과 용어
3237,19813,"오른 주먹의 1지를 펴서 등이 위로, 끝이 밖으로 향하게 하여 약간 힘을 주어 내민다.",-라,시킴을 나타내는 동작,전문용어 수어 > 국어 교과 용어
3238,19816,왼 주먹의 손가락 등을 오른 손바닥으로 가볍게 치며 손을 뗀다.,"라고①,때문",,전문용어 수어 > 국어 교과 용어
3239,19817,오른 주먹의 1지를 펴서 끝이 밖으로 향하게 하여 약간 내민다.,"라고②,것",,전문용어 수어 > 국어 교과 용어
3240,19818,오른 주먹의 4지를 펴서 끝 바닥을 턱에 가볍게 두 번 댄다.,"라도①,괜찮다",,전문용어 수어 > 국어 교과 용어
3241,19820,오른 주먹의 1지를 펴서 끝을 왼 주먹의 1·2지 바닥 위쪽에 차례로 댄다.,라든지,,전문용어 수어 > 국어 교과 용어
3242,19822,오른손의 1지 끝을 턱에 대고 5지 바닥을 2지 손톱에 댔다가 2지를 튕긴다.,"라야만,만",,전문용어 수어 > 국어 교과 용어
3243,19825,"오른 주먹의 1·2지를 펴서 끝이 왼쪽으로 등이 위로 향하게 하고, 끝 부분의 양면을 왼 주먹의 1·5지 끝으로 잡는다(‘과’를 나타내는 경우).","랑[1]②,과,와",,전문용어 수어 > 국어 교과 용어
3244,19827,오른 주먹의 5지 바닥을 1·2지 손톱에 가볍게 대고 손등이 밖으로 향하게 하여 왼쪽 아래로 내리며 1·2지를 편다.,"랑[2],그리고",,전문용어 수어 > 국어 교과 용어
3245,19828,동그랗게 쥐고 모로 세운 왼 주먹의 1·5지 사이에 오른 주먹의 1지를 펴서 넣는다.,"-러,목적",목적,전문용어 수어 > 국어 교과 용어
3246,19832,오른 주먹의 1·2지를 펴서 구부려 얼굴 오른쪽 앞에서 전후로 두 번 약간 흔든다.,"-려고2,아마",,전문용어 수어 > 국어 교과 용어
